Data from NS20250604PP_Cbi3_50x_CarbonTape_Reflection_6.txt Node
Date: Tue Sep 30 16:17:50 CEST 2025
User: SchwarzN
Spectrometer: QEP00228
Trigger mode: 4
Integration Time (sec): 4.200000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
197.905	-3125
198.705	275
199.505	-95
200.306	-147.22
201.106	8.07
201.906	8.97
202.706	14.94
203.506	12.44
204.306	5.52
205.106	9.43
205.906	5.88
206.706	5.95
207.505	10.45
208.305	14.77
209.104	10.6
209.904	11.71
210.703	12.48
211.503	15.24
212.302	12.69
213.101	14.6
213.9	14.74
214.699	10.22
215.498	14
216.297	10.95
217.096	12.23
217.895	9.45
218.694	7.23
219.492	10.24
220.291	12.85
221.089	11.58
221.888	13.38
222.686	10.88
223.484	10.76
224.283	8.52
225.081	11.89
225.879	9.88
226.677	14.08
227.475	16.12
228.273	13.08
229.071	12.81
229.868	14.79
230.666	13.71
231.464	11.91
232.261	9.73
233.059	14.17
233.856	13.27
234.654	16.35
235.451	12.55
236.248	10.84
237.045	12.81
237.842	10.1
238.639	13.91
239.436	11.06
240.233	12.16
241.03	12.58
241.827	8.03
242.623	12.55
243.42	14.54
244.216	8.08
245.013	13.09
245.809	13.71
246.605	10.35
247.402	12.92
248.198	14.01
248.994	9.94
249.79	15.02
250.586	10.2
251.382	9.99
252.178	10.02
252.973	13.64
253.769	10.84
254.565	7.43
255.36	12.39
256.156	16.19
256.951	12.36
257.746	9.28
258.542	8.68
259.337	11.45
260.132	15.14
260.927	13.64
261.722	8.98
262.517	9.79
263.312	12.15
264.107	14.97
264.901	7.32
265.696	10.3
266.491	11.09
267.285	10.58
268.08	11
268.874	12.42
269.668	12
270.463	9.54
271.257	11.55
272.051	15.23
272.845	10.59
273.639	12.3
274.433	13.05
275.226	13.88
276.02	12.21
276.814	11.83
277.607	11.91
278.401	14.73
279.194	15.28
279.988	10.39
280.781	13.17
281.574	12.43
282.368	14.91
283.161	11.61
283.954	9.08
284.747	13.18
285.54	8.77
286.332	13.83
287.125	9.83
287.918	11.17
288.711	8.65
289.503	8.57
290.296	12.37
291.088	13.12
291.88	7.7
292.673	10.37
293.465	11.26
294.257	14.44
295.049	11.07
295.841	11.51
296.633	10.08
297.425	13.25
298.217	13.08
299.008	12.22
299.8	8.91
300.591	10.08
301.383	11.49
302.174	8.84
302.966	13.79
303.757	11.7
304.548	11.32
305.339	11.25
306.13	11.36
306.921	11.75
307.712	8.99
308.503	16.34
309.294	11.95
310.085	12.51
310.875	9.13
311.666	12.62
312.457	10.79
313.247	10.64
314.037	12.49
314.828	11.33
315.618	11.4
316.408	11.83
317.198	14.17
317.988	12.56
318.778	8.6
319.568	10.09
320.358	11.76
321.147	8.15
321.937	10.9
322.727	9.9
323.516	15.02
324.306	9.08
325.095	9
325.884	11.18
326.674	10.91
327.463	13.95
328.252	10.85
329.041	11.96
329.83	12.85
330.619	11.47
331.408	9.36
332.196	10.73
332.985	11.57
333.774	12.63
334.562	12.03
335.351	12.39
336.139	11.44
336.927	13.19
337.716	14.76
338.504	13.8
339.292	14.3
340.08	16.82
340.868	13.43
341.656	15.82
342.443	15.21
343.231	15.63
344.019	14.81
344.806	16.14
345.594	15.32
346.381	16.14
347.169	15.08
347.956	15.06
348.743	14.93
349.531	14.84
350.318	14.8
351.105	13.78
351.892	14.26
352.679	13.06
353.465	13.87
354.252	13.39
355.039	12.38
355.825	13.04
356.612	12.71
357.398	12.53
358.185	12.02
358.971	11.95
359.757	11.27
360.543	11.63
361.33	11.65
362.116	11.33
362.902	11.45
363.687	11.15
364.473	11.26
365.259	11.13
366.045	10.97
366.83	11.32
367.616	10.96
368.401	10.81
369.187	10.94
369.972	10.98
370.757	10.81
371.542	10.86
372.327	10.8
373.112	10.84
373.897	10.89
374.682	10.97
375.467	10.85
376.252	10.57
377.036	10.68
377.821	10.64
378.606	10.75
379.39	10.77
380.174	10.62
380.959	10.62
381.743	10.62
382.527	10.63
383.311	10.59
384.095	10.6
384.879	10.61
385.663	10.57
386.447	10.5
387.23	10.6
388.014	10.55
388.798	10.46
389.581	10.48
390.365	10.43
391.148	10.41
391.931	10.35
392.714	10.4
393.498	10.41
394.281	10.39
395.064	10.35
395.847	10.32
396.629	10.28
397.412	10.27
398.195	10.26
398.978	10.27
399.76	10.2
400.543	10.19
401.325	10.09
402.107	10.08
402.89	10.06
403.672	10
404.454	9.94
405.236	9.97
406.018	9.83
406.8	9.9
407.582	9.85
408.364	9.75
409.145	9.68
409.927	9.71
410.708	9.68
411.49	9.63
412.271	9.64
413.053	9.62
413.834	9.63
414.615	9.58
415.396	9.54
416.177	9.49
416.958	9.45
417.739	9.51
418.52	9.46
419.301	9.4
420.081	9.41
420.862	9.42
421.642	9.43
422.423	9.41
423.203	9.4
423.983	9.4
424.764	9.3
425.544	9.33
426.324	9.3
427.104	9.24
427.884	9.22
428.664	9.23
429.443	9.22
430.223	9.22
431.003	9.19
431.782	9.15
432.562	9.17
433.341	9.22
434.121	9.2
434.9	9.23
435.679	9.24
436.458	9.32
437.237	9.36
438.016	9.46
438.795	9.45
439.574	9.52
440.353	9.55
441.131	9.63
441.91	9.72
442.689	9.76
443.467	9.86
444.245	9.88
445.024	9.93
445.802	9.98
446.58	10.08
447.358	10.13
448.136	10.13
448.914	10.23
449.692	10.23
450.47	10.28
451.248	10.34
452.025	10.34
452.803	10.34
453.58	10.4
454.358	10.47
455.135	10.52
455.912	10.54
456.69	10.58
457.467	10.57
458.244	10.63
459.021	10.7
459.798	10.73
460.575	10.79
461.351	10.87
462.128	10.92
462.905	10.95
463.681	11.02
464.458	11.06
465.234	11.08
466.01	11.15
466.787	11.24
467.563	11.28
468.339	11.3
469.115	11.4
469.891	11.43
470.667	11.53
471.443	11.58
472.218	11.64
472.994	11.7
473.77	11.75
474.545	11.74
475.32	11.79
476.096	11.83
476.871	11.87
477.646	11.89
478.421	11.95
479.197	12.03
479.971	12.13
480.746	12.21
481.521	12.25
482.296	12.38
483.071	12.44
483.845	12.52
484.62	12.63
485.394	12.76
486.169	12.91
486.943	13.03
487.717	13.18
488.491	13.35
489.265	13.46
490.039	13.59
490.813	13.77
491.587	13.95
492.361	14.14
493.135	14.38
493.908	14.58
494.682	14.73
495.455	14.97
496.229	15.18
497.002	15.43
497.775	15.68
498.549	15.9
499.322	16.1
500.095	16.35
500.868	16.61
501.641	16.87
502.413	17.12
503.186	17.38
503.959	17.63
504.731	17.83
505.504	18.06
506.276	18.34
507.049	18.51
507.821	18.78
508.593	18.9
509.365	19.08
510.137	19.26
510.909	19.47
511.681	19.65
512.453	19.84
513.225	19.96
513.997	20.22
514.768	20.34
515.54	20.46
516.311	20.68
517.083	20.85
517.854	21.03
518.625	21.22
519.396	21.38
520.167	21.43
520.938	21.6
521.709	21.73
522.48	21.76
523.251	21.98
524.022	22.16
524.792	22.18
525.563	22.27
526.333	22.28
527.104	22.31
527.874	22.33
528.644	22.26
529.415	22.18
530.185	22.13
530.955	22.19
531.725	22.13
532.494	22.11
533.264	22.11
534.034	22.01
534.804	21.94
535.573	21.87
536.343	21.8
537.112	21.78
537.881	21.63
538.651	21.48
539.42	21.37
540.189	21.23
540.958	21.05
541.727	20.95
542.496	20.85
543.265	20.63
544.033	20.38
544.802	20.27
545.571	20.09
546.339	19.86
547.108	19.69
547.876	19.57
548.644	19.31
549.412	19.03
550.181	18.81
550.949	18.57
551.717	18.32
552.485	18.09
553.252	17.98
554.02	17.83
554.788	17.58
555.555	17.44
556.323	17.17
557.09	16.93
557.858	16.72
558.625	16.5
559.392	16.22
560.159	15.96
560.926	15.75
561.693	15.53
562.46	15.26
563.227	14.95
563.994	14.63
564.76	14.35
565.527	14.08
566.294	13.82
567.06	13.53
567.826	13.29
568.593	13.02
569.359	12.81
570.125	12.57
570.891	12.37
571.657	12.1
572.423	11.88
573.189	11.59
573.955	11.4
574.72	11.2
575.486	10.99
576.251	10.79
577.017	10.58
577.782	10.38
578.548	10.22
579.313	10.01
580.078	9.81
580.843	9.65
581.608	9.51
582.373	9.38
583.138	9.29
583.902	9.13
584.667	8.93
585.432	8.79
586.196	8.69
586.961	8.57
587.725	8.44
588.489	8.3
589.254	8.21
590.018	8.07
590.782	7.96
591.546	7.89
592.31	7.8
593.073	7.71
593.837	7.64
594.601	7.54
595.365	7.5
596.128	7.43
596.891	7.31
597.655	7.23
598.418	7.16
599.181	7.16
599.944	7.09
600.708	7.02
601.471	6.97
602.233	6.92
602.996	6.88
603.759	6.8
604.522	6.78
605.284	6.79
606.047	6.76
606.809	6.74
607.572	6.72
608.334	6.72
609.096	6.7
609.858	6.69
610.62	6.67
611.382	6.7
612.144	6.69
612.906	6.68
613.668	6.72
614.429	6.72
615.191	6.72
615.952	6.68
616.714	6.73
617.475	6.73
618.236	6.69
618.998	6.69
619.759	6.64
620.52	6.63
621.281	6.64
622.042	6.62
622.803	6.59
623.563	6.56
624.324	6.56
625.084	6.53
625.845	6.5
626.605	6.48
627.366	6.42
628.126	6.37
628.886	6.34
629.646	6.3
630.406	6.26
631.166	6.24
631.926	6.24
632.686	6.2
633.446	6.18
634.205	6.12
634.965	6.14
635.724	6.12
636.484	6.12
637.243	6.12
638.002	6.08
638.761	6.06
639.52	6.06
640.28	6.04
641.038	6.01
641.797	5.99
642.556	5.98
643.315	5.96
644.073	5.96
644.832	5.97
645.59	5.95
646.349	5.96
647.107	5.97
647.865	6.01
648.623	6.01
649.382	6.04
650.139	6.02
650.897	6.02
651.655	6
652.413	6.02
653.171	6.05
653.928	6.08
654.686	6.09
655.443	6.11
656.201	6.09
656.958	6.09
657.715	6.1
658.472	6.14
659.229	6.19
659.986	6.16
660.743	6.19
661.5	6.19
662.257	6.19
663.013	6.23
663.77	6.24
664.526	6.21
665.283	6.22
666.039	6.22
666.795	6.27
667.552	6.28
668.308	6.3
669.064	6.32
669.82	6.28
670.575	6.29
671.331	6.27
672.087	6.22
672.843	6.23
673.598	6.21
674.354	6.16
675.109	6.18
675.864	6.2
676.62	6.18
677.375	6.15
678.13	6.11
678.885	6.09
679.64	6.05
680.394	6.05
681.149	6.03
681.904	6.04
682.658	6.03
683.413	5.97
684.167	5.97
684.922	5.97
685.676	6
686.43	6.02
687.184	6.02
687.938	5.99
688.692	6
689.446	6
690.2	5.97
690.954	5.97
691.707	5.96
692.461	5.96
693.214	5.95
693.968	5.97
694.721	5.99
695.474	5.97
696.228	5.93
696.981	5.95
697.734	5.95
698.487	5.95
699.239	6.01
699.992	6.06
700.745	6.04
701.498	6.05
702.25	6.08
703.002	6.06
703.755	6.07
704.507	6.04
705.259	6.09
706.011	6.1
706.764	6.15
707.515	6.18
708.267	6.13
709.019	6.17
709.771	6.19
710.523	6.22
711.274	6.21
712.026	6.26
712.777	6.29
713.528	6.32
714.28	6.36
715.031	6.41
715.782	6.4
716.533	6.39
717.284	6.41
718.035	6.41
718.785	6.4
719.536	6.38
720.287	6.45
721.037	6.46
721.788	6.5
722.538	6.49
723.288	6.42
724.038	6.43
724.789	6.42
725.539	6.42
726.289	6.45
727.039	6.42
727.788	6.46
728.538	6.46
729.288	6.46
730.037	6.48
730.787	6.5
731.536	6.54
732.285	6.56
733.035	6.56
733.784	6.52
734.533	6.49
735.282	6.47
736.031	6.43
736.78	6.46
737.528	6.51
738.277	6.57
739.026	6.58
739.774	6.64
740.523	6.66
741.271	6.66
742.019	6.68
742.767	6.68
743.516	6.7
744.264	6.7
745.011	6.72
745.759	6.73
746.507	6.76
747.255	6.74
748.002	6.82
748.75	6.84
749.497	6.87
750.245	6.86
750.992	6.86
751.739	6.94
752.486	6.95
753.234	6.94
753.981	6.93
754.727	6.85
755.474	6.88
756.221	6.85
756.968	6.86
757.714	6.86
758.461	6.85
759.207	6.86
759.953	6.81
760.7	6.81
761.446	6.83
762.192	6.9
762.938	6.93
763.684	6.97
764.43	6.96
765.175	6.92
765.921	6.91
766.667	6.87
767.412	6.86
768.158	6.85
768.903	6.86
769.648	6.88
770.393	6.86
771.139	6.88
771.884	6.89
772.628	6.82
773.373	6.82
774.118	6.81
774.863	6.84
775.607	6.85
776.352	6.86
777.096	6.92
777.841	6.91
778.585	6.91
779.329	6.92
780.073	6.91
780.817	6.92
781.561	6.91
782.305	6.96
783.049	7.03
783.793	7.07
784.536	7.08
785.28	7.11
786.023	7.21
786.767	7.25
787.51	7.28
788.253	7.34
788.997	7.37
789.74	7.36
790.483	7.43
791.225	7.45
791.968	7.48
792.711	7.55
793.454	7.52
794.196	7.54
794.939	7.6
795.681	7.65
796.423	7.76
797.166	7.77
797.908	7.75
798.65	7.79
799.392	7.85
800.134	7.89
800.876	8
801.617	8.04
802.359	8.02
803.101	8.07
803.842	8.06
804.584	8.07
805.325	8.13
806.066	8.21
806.807	8.24
807.548	8.23
808.289	8.31
809.03	8.35
809.771	8.42
810.512	8.52
811.253	8.49
811.993	8.51
812.734	8.58
813.474	8.72
814.215	8.76
814.955	8.72
815.695	8.77
816.435	8.79
817.175	8.76
817.915	8.78
818.655	8.79
819.395	8.99
820.134	9.06
820.874	9.12
821.613	9.21
822.353	9.31
823.092	9.33
823.832	9.31
824.571	9.34
825.31	9.36
826.049	9.41
826.788	9.67
827.527	9.77
828.265	9.72
829.004	9.61
829.743	9.56
830.481	9.57
831.22	9.7
831.958	9.77
832.696	9.89
833.435	10.05
834.173	10.16
834.911	10.19
835.649	10.23
836.387	10.23
837.124	10.18
837.862	10.28
838.6	10.32
839.337	10.43
840.075	10.61
840.812	10.73
841.549	10.78
842.286	10.84
843.024	10.88
843.761	10.87
844.498	11.03
845.234	11.07
845.971	11.07
846.708	11.28
847.444	11.36
848.181	11.56
848.917	11.55
849.654	11.56
850.39	11.69
851.126	11.63
851.862	11.81
852.598	11.88
853.334	11.95
854.07	12.09
854.806	12.18
855.542	12.47
856.277	12.72
857.013	12.91
857.748	12.98
858.484	13.01
859.219	13.18
859.954	13.08
860.689	13.23
861.424	13.13
862.159	13.26
862.894	13.37
863.629	13.26
864.364	13.21
865.098	13.46
865.833	13.48
866.567	13.46
867.301	13.54
868.036	13.58
868.77	13.67
869.504	13.66
870.238	13.75
870.972	13.96
871.706	14.07
872.44	14.1
873.173	14.38
873.907	14.45
874.64	14.47
875.374	14.33
876.107	14.48
876.84	14.24
877.574	14.3
878.307	14.62
879.04	14.84
879.773	14.9
880.506	15.05
881.238	15.33
881.971	15.46
882.704	15.49
883.436	15.62
884.168	15.71
884.901	15.74
885.633	15.88
886.365	16.07
887.097	16.14
887.829	16.55
888.561	16.86
889.293	16.89
890.025	17.21
890.756	17.37
891.488	17.75
892.22	18.14
892.951	18.55
893.682	19.03
894.414	19.48
895.145	19.67
895.876	19.58
896.607	19.75
897.338	20.08
898.068	20.14
898.799	20.56
899.53	20.69
900.26	20.76
900.991	21.41
901.721	21.78
902.452	22.15
903.182	22.52
903.912	23.01
904.642	23.2
905.372	23.1
906.102	23.24
906.832	23.09
907.561	23.18
908.291	23.53
909.021	23.31
909.75	23.72
910.479	23.76
911.209	24.17
911.938	24.46
912.667	24.9
913.396	25.23
914.125	25.77
914.854	26.4
915.583	26.67
916.311	26.81
917.04	26.88
917.769	26.92
